date,Open,High,Low,Volume,Close
2018-01-02,39.93399025163347,40.43621588001568,39.722771657019194,102223600,40.42682647705078
2018-01-03,40.490190741195256,40.964255303118776,40.35642219303837,118071600,40.41978454589844
2018-01-04,40.49254700988234,40.71080591492182,40.38459391875171,89738400,40.6075439453125
2018-01-05,40.703750670617445,41.15669082032517,40.61222370051546,94640000,41.06985855102539
2018-01-08,40.91732406616211,41.21302582557117,40.818753232017464,82271200,40.91732406616211
2018-01-09,40.964251510804274,41.083939525023105,40.69671085825055,86336000,40.912620544433594
2018-01-10,40.638044843522486,40.905585530392194,40.60049439388969,95839600,40.903236389160156
2018-01-11,40.97364496545803,41.184863571147595,40.95017861883131,74670800,41.13557815551758
2018-01-12,41.34679198028473,41.62372207810548,41.22240924564743,101672400,41.56035614013672
2018-01-16,41.750449409423986,42.10013125931942,41.33740520403028,118263600,41.34914016723633
2018-01-17,41.339739284698915,42.067263829352726,41.08628277107182,137547200,42.03206253051758
2018-01-18,42.0954375270394,42.266760115574634,41.83259153401056,124773600,42.06962203979492
2018-01-19,41.91707920938982,42.1447238981669,41.63545798460618,129700400,41.88187789916992
2018-01-22,41.60962889571924,41.722276632609585,41.44535020004437,108434400,41.539222717285156
2018-01-23,41.609642510426376,42.11186816210788,41.49699473667759,130756400,41.548622131347656
2018-01-24,41.597905380444125,41.60964034357955,40.64743066260191,204420400,40.886810302734375
2018-01-25,40.95487560943517,41.05813757621573,40.020830368026026,166116000,40.15694808959961
2018-01-26,40.36581709078735,40.36581709078735,39.910527650639175,156572000,40.25082015991211
2018-01-29,39.933992645169916,39.933992645169916,39.208816996514216,202561600,39.417686462402344
2018-01-30,38.84739780967541,39.279217239588455,38.652608879864985,184192800,39.18534469604492
2018-01-31,39.16187382377497,39.53033088935035,39.07504154404407,129915600,39.293296813964844
2018-02-01,39.23226933199359,39.57256167767225,39.13604767574447,188923200,39.37542724609375
2018-02-02,38.95770615432121,39.145454851989534,37.5730662234084,346375200,37.66693878173828
2018-02-05,37.33837313664764,38.46016679577537,36.61084843408011,290954000,36.72584533691406
2018-02-06,36.336258332646736,38.422606653896615,36.141469463609056,272975200,38.26067352294922
2018-02-07,38.27476351616194,38.34751526986964,37.33133269703871,206434400,37.44163131713867
2018-02-08,37.617645907713495,37.784273783894626,36.38320446331554,217562000,36.4113655090332
2018-02-09,37.01226351304072,37.205487941569835,35.40282940227674,282690400,36.85673904418945
2018-02-12,37.34921710439755,38.61932598387106,37.115930479168966,243278000,38.341270446777344
2018-02-13,38.16216600436892,38.821963369527694,38.09147278745792,130196800,38.72534942626953
2018-02-14,38.419036001031955,39.47942405993743,38.381336047155465,162579600,39.43936538696289
2018-02-15,40.009615319931726,40.7872338950908,39.82345990009944,204588800,40.763671875
2018-02-16,40.61522081089618,41.19490122123614,40.47619301177695,160704400,40.6317138671875
2018-02-20,40.542157072513376,41.06292323997305,40.393701644077545,135722000,40.49502944946289
2018-02-21,40.72596553556844,41.029941821835656,40.29709580939052,149886400,40.31123733520508
2018-02-22,40.483252486487366,40.98988079969852,40.46204559239559,123967600,40.64820098876953
